DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P271	P262	P5475	P254	P254S1	P254S2	P5470	P5470S1	P5471	P5471S1	P5472	P5472S1	P5473	P5473S1	P5474S1	P5474S2	P5474S3	P5474S4	P5474S5	P5474S6	P5474S7	P5474S8	P5474S9	P5476	P5476S1	P5476S2	P5476S3	P5476S4	P5476S5	P5477	P5477S1	P5478	P5478S1	P1701S1	P1701S2	P1701S3	P1701S4	P1701S5	P1701S6	P1701S7	P1702	P1703	P1704	P1705	P5479	P5479S1	P5480	P5480S1	P5481	P5481S1	P5482	P5482S1	P5483	P5483S1	P5484	P5484S1	FEX_P
3073361	235	1	4	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	1	1	2	1	0	1	0	2		2									1	3	1	3	1	4	2		1	1	2		2		2		1844.48717226135
3073383	235	1	2	6	3	1	1	2	3	1	3	2		1	4	2		2	1	2	1	1	2	2	2	2	1	4	1	0	1	0	2		2									1	3	1	1	1	2	2		1	1	2		2		1	1	1926.97224022803
3073388	235	1	4	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	2	1	4	1	2	1	1	1	2	2		1	1	1915.99729448308
3073389	235	1	3	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	5	1	2	1	1	2		2		2		1818.74820869562
3073391	235	1	2	6	3	1	1	3	5	2		2		2		2		2	2	2	1	2	2	2	2	2	1	3	1	1	1	0	2		2									2		2		2		2		1	1	2		1	1	2		2061.10521676588
3073391	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									2		2		2		2		1	1	2		1	1	2		2061.10521676588
3073397	235	1	2	6	3	1	1	3	3	2		1	5	2		2		2	2	2	2	1	2	2	2	1	1	3	4	3	4	0	2		2									2		1	3	1	2	1	2	1	1	1	2	1	3	1	3	1968.38632541556
3073401	235	1	3	6	3	1	1	3	4	1	5	2		2		2		2	2	2	1	1	2	2	2	1	1	5	1	1	1	0	2		2									1	3	1	5	1	2	1	4	1	1	2		2		1	1	1964.64816152315
3073401	235	1	4	6	3	1	1	3	3	1	5	2		2		2		2	2	2	1	1	2	2	2	1	1	6	1	1	1	0	2		2									1	3	1	6	1	2	1	4	1	1	2		2		2		1964.64816152315
3073416	235	1	3	6	3	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		1	2								1	3	1	2	2		1	2	1	1	1	2	1	2	2		2807.46217643519
3073421	235	1	5	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	1	1	1	1	1	1	0	2		2									1	1	1	1	1	2	2		1	1	2		2		1	2	1989.29613532103
3073421	235	1	6	6	4	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	1	1	1	1	1	1	0	2		2									1	1	1	1	1	2	2		1	1	2		2		1	3	1989.29613532103
3073433	235	1	3	6	3	2	1	2	3	2		2		2		1	3	2	2	2	2	1	2	2	2	1	2						2		2		2	1	2	2	2	2	2	1	3	1	1	1	2	2		1	1	2		1	1	2		1925.29497665029
3073434	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	1	3	1	2	2		1	2	1	1	1	1	2		1	2	2001.47940398086
3073441	235	1	6	6	3	1	1	3	2	1	4	1	5	1	4	1	5	2	1	2	2	1	2	2	1	1	1	2	1	1	1	0	2		2									1	3	1	1	1	3	1	2	1	1	1	2	1	2	1	2	1635.48166765098
3073442	235	1	3	6	4	1	1	4	1	2		2		2		2		2	1	2	2	1	2	2	1	1	2						2		2		1	2	1	2	1	2	2	1	3			1	4	2		1	2	2		2		1	2	1969.98568636288
3073446	235	1	3	6	3	1	1	3	1	1	3	1	4	1	4	1	5	2	1	2	2	2	2	2	2	1	1	2	1	1	1	0	2		2									1	3	1	2	1	3	1	2	1	1	1	2	1	2	1	2	1917.67455806081
3073452	235	1	2	6	3	1	1	4	0	2		2		2		1	2	2	1	1	2	1	2	2	2	1	1	2	10	1	10	0	2		1	4								1	3	1	1	1	2	1	1	1	1	2		1	2	2		1926.97224022803
3073453	235	1	3	6	3	1	1	3	5	2		2		2		2		2	1	2	2	2	2	2	2	2	1	3	2	2	2	0	1	3	2									1	3	1	4	1	2	1	2	1	1	2		1	2	1	1	1877.90508081779
3073458	235	1	3	6	3	1	1	3	2	2		1	4	2		2		2	2	2	1	1	2	2	2	1	1	1	4	4	4	0	2		2									1	3	1	2	1	4	1	4	1	2	1	3	2		2		1925.29497665029
3073464	235	1	3	6	3	1	1	3	2	1	3	2		2		2		2	2	2	1	1	2	2	2	1	1	3	2	0	2	0	2		2									1	1	1	4	1	3	1	3	1	1	2		2		1	1	2394.94093204528
3073464	235	1	4	6	3	1	1	3	0	2		1	4	2		2		2	2	2	2	1	2	2	2	1	1	2	1	1	1	0	2		2									2		1	2	1	3	2		1	1	2		1	1	2		2394.94093204528
3073466	235	1	6	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	4	1	3	2		1	2	1	2	1	2	1	2	1	2	1992.18172181365
3073471	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	2		2		2		2		1	1	2		2		2		2077.48077123255
3073472	235	1	2	6	3	1	1	3	1	2		2		2		2		2	2	2	1	1	2	2	2	2	1	3	10	10	10	0	1	4	2									1	2	1	2	2		1	1	1	1	2		2		2		2198.35821340984
3073478	235	1	4	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	1	1	3	2	2	2	0	2		2									1	3	1	3	2		1	2	1	1	2		2		1	2	3831.99458896615
3073484	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	1	1	1	4	2	4	0	2		1	3								1	2	1	1	1	4	1	2	1	1	1	2	1	2	1	1	1877.90508081779
3073493	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	2		2									1	2	1	2	2		2		1	1	2		2		2		2271.6570542478
3073493	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	4	1	1	1	0	2		2									2		1	3	2		2		1	1	2		2		2		2271.6570542478
3073494	235	1	3	5	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	8	8	8	0	2		2									1	3	1	2	1	4	1	2	1	1	2		2		1	2	1925.29497665029
3073496	235	1	3	6	3	1	1	3	5	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	1	2	1	2	2	1	4			1	4	2		1	1	2		2		2		2051.80753459867
3073496	235	1	4	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	1	2	1	2	2	2				1	4	2		2		2		2		2		2051.80753459867
3073500	235	1	2	6	3	1	1	3	2	2		2		2		1	5	2	2	2	2	2	2	2	2	2	1	2	1	1	1	0	1	4	2									1	3	1	3	2		2		1	1	2		1	2	1	2	1966.32542510089
3073500	235	1	3	6	3	1	1	2	3	1	5	2		2		1	5	2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			2		1	3	1	1	2		1	2	1	2	1966.32542510089
3073504	235	1	4	6	3	2	1	2	0	2		2		2		2		2	2	2	1	2	2	2	2	1	1	2	3	1	3	0	2		2									1	4	2		1	3	2		1	1	2		2		1	1	2298.90016917271
3073505	235	1	4	6	3	1	1	3	3	2		2		2		1	5	2	2	2	2	1	2	2	1	1	2						2		2		1	2	1	1	2	2	2	1	3			1	2	2		1	1	1	1	2		2		2180.00015111849
3073512	235	1	3	6	3	2	1	2	3	1	5	2		2		2		2	2	2	2	2	2	2	1	2	1	6	1	1	1	0	2		2									2		2		1	4	2		1	1	2		2		2		2137.52407770994
3073513	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	1	1	2	1	1	1	0	2		2									1	3	1	2	2		2		1	1	2		1	1	2		2184.91397354244
3073519	235	1	3	6	3	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	1	2						1	2	2									1	3	1	2	2		1	2	1	1	1	2	1	2	1	2	1905.32130796126
3073523	235	1	3	6	4	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	1	1	2	4	4	4	0	2		2									1	3	1	3	2		2		1	1	2		2		1	2	1662.97679363823
3073526	235	1	4	6	3	1	1	3	1	2		2		1	2	2		2	2	2	2	1	2	2	2	2	1	3	1	1	1	0	2		2									1	3	1	2	2		2		1	2	2		2		2		1915.99729448308
3073527	235	1	3	6	3	1	1	3	1	2		2		2		1	4	1	2	2	1	1	2	1	2	1	1	2	1	0	1	0	1	4	2									1	2	1	2	1	3	1	1	1	1	2		1	1	1	2	2184.91397354244
3073529	235	1	3	6	3	1	1	4	0	2		2		1	4	2		2	2	1	2	1	2	1	2	2	1	1	3	3	3	0	2		2									2		1	2	1	4	1	2	1	1	1	1	1	1	1	2	2063.57451088834
3073529	235	1	4	6	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	1	2	2	1	1	3	3	3	0	2		2									1	2	2		1	4	1	1	1	1	1	1	1	2	2		2063.57451088834
3073530	235	1	3	6	3	1	2	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			2		2		1	1	2		2		2		2099.19743043117
3073530	235	1	4	6	3	2	2	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			2		2		1	1	2		2		2		2099.19743043117
3073531	235	1	2	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	1	1	0	2		2									1	3	1	3	2		2		1	1	2		2		2		1926.97224022803
3073534	235	1	3	6	3	2	1	2	0	2		2		2		2		2	2	2	2	1	2	2	1	2	1	1	5	0	5	0	2		2									1	1	1	2	2		1	2	1	1	2		1	1	2		2039.45428449912
3073534	235	1	4	6	3	2	1	2	2	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	5	0	5	0	2		2									1	3	2		2		1	3	1	1	2		1	2	2		2039.45428449912
3073538	235	1	3	6	3	1	1	3	4	1	2	2		2		2		2	2	2	2	2	2	2	2	2	1	1	3	2	3	0	2		2									2		1	1	1	3	1	2	1	1	2		1	1	1	1	2023.80503364532
3073538	235	1	4	6	3	1	1	3	0	1	3	1	3	1	2	1	2	2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				1	2	2		2		1	1	2		1	1	2023.80503364532
3073544	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	1	2	2	2	2	1	1	1	2	2	2	0	2		2									1	1	1	1	1	4	2		1	2	2		1	1	1	1	1917.67455806081
3073546	235	1	4	6	3	1	1	3	1	1	5	1	5	1	5	2		2	2	2	1	1	2	2	1	1	1	4	4	2	4	0	2		2									1	3	1	2	1	3	1	2	1	1	1	4	1	3	2		1963.38719031557
3073560	235	1	5	6	3	1	1	3	4	2		2		1	4	2		2	2	2	2	1	2	2	2	1	1	2	4	4	4	0	2		2									2		1	2	1	5	1	2	1	1	1	2	2		1	2	4019.37063253068
3073561	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	1	2	1	3	1	1	1	0	2		2									1	3	2		1	2	2		1	1	1	3	2		2		3614.91717819772
3073571	235	1	3	6	3	2	1	2	3	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	1	0	1	0	2		2									1	4	2		2		1	2	1	1	2		1	2	2		1395.27733465809
3073578	235	1	5	6	3	1	1	3	4	2		2		2		2		2	2	1	2	2	2	1	1	2	1	2	2	2	2	0	2		1	2								1	4	2		2		1	1	1	1	1	2	1	2	1	2	1469.68227718088
3073585	235	1	6	6	4	1	1	4	2	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	4	2		2		1	2	1	1	2		2		2		1119.7832427417
3073585	235	1	7	6	4	2	1	3	1	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	1	0	1	0	2		2									1	4	2		2		1	2	1	1	1	2	2		2		1119.7832427417
3073589	235	1	5	6	4	1	1	3	2	2		2		2		2		2	2	2	1	2	2	2	2	1	1	1	2	1	2	0	2		2									1	2	1	2	1	5	2		1	1	2		2		2		3131.30515551482
3073611	235	1	3	6	3	1	1	3	4	2		2		2		1	2	2	2	2	2	2	2	2	2	1	1	3	1	1	1	0	2		2									1	3	1	2	1	4	1	1	1	2	1	1	2		2		4818.90270857595
3073611	235	1	4	6	3	2	1	2	0	2		2		2		1	2	2	2	2	2	2	2	2	2	1	1	2	1	1	1	0	2		2									1	3	2		1	4	2		1	1	2		2		2		4818.90270857595
3073627	235	1	6	6	4	1	1	3	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						1	3	1	3								1	1	1	1	2		1	1	1	1	1	3	1	3	2		5581.64413710023
3073628	235	1	4	6	3	1	1	4	1	1	5	2		2		2		2	2	1	1	1	2	2	1	1	1	2	2	0	2	0	2		1	3								1	3	1	1	1	3	1	1	1	1	1	2	1	1	1	1	3540.97790341955
3073631	235	1	5	5	3	1	1	3	4	2		2		2		1	5	2	2	2	1	1	2	2	2	1	1	2	1	1	1	0	2		2									1	3	1	4	1	3	1	3	1	1	1	3	2		2		3467.03862864137
3073632	235	1	4	6	3	1	1	3	3	2		2		2		2		2	2	2	2	1	2	2	2	1	1	2	3	0	3	0	1	3	2									1	2	1	2	1	5	1	3	1	1	1	3	2		1	2	4473.66799451729
3073634	235	1	5	6	5	1	1	3	1	1	1	2		2		2		2	2	2	2	1	2	2	2	1	1	1	1	0	1	0	1	3	2									1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	1	5292.63090267019
3073640	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	2	2	2	2	1	1	1	2	2	2	0	1	4	2									1	3	1	3	2		1	1	1	1	2		1	2	1	2	3614.91717819772
3073643	235	1	5	6	3	1	1	3	3	2		2		2		2		2	2	2	2	2	2	1	2	2	1	2	1	1	1	0	2		2									1	3	1	2	2		2		1	1	2		2		2		2944.84610217336
3073643	235	1	6	6	4	2	1	2	0	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	0	1	0	2		2									1	1	2		2		1	2	1	1	2		2		2		2944.84610217336
3073649	235	2	2	6	3	1	1	3	3	2		1	5	2		2		2	2	2	2	1	2	1	2	2	1	3	3	0	3	0	2		2									2		1	3	1	5	1	3	1	1	2		2		2		3124.2182911967
3073650	235	1	3	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			2		2		1	1	2		1	1	2		3564.4572206173
3073651	235	1	4	6	4	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	0	1	0	2		2									1	3	2		2		2		1	1	2		2		2		3084.7479819085
3073652	235	1	3	6	3	2	1	1	1	1	5	1	5	2		2		2	2	2	1	1	2	1	2	2	1	2	2	0	2	0	2		2									1	3	2		2		2		1	1	1	3	2		2		3385.78478597985
3073655	235	1	4	6	4	1	1	3	1	2		1	4	2		2		2	2	1	2	2	2	2	2	2	1	2	4	4	4	0	2		2									1	3	1	2	2		2		1	1	1	3	2		1	1	1542.11714252613
3073661	235	1	3	6	3	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				2		1	2	1	1	2		2		1	2	2255.72284348924
3073663	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	3	3	3	0	2		2									1	4	1	2	1	3	1	2	1	1	2		2		1	2	951.863366659996
3073665	235	1	4	6	4	1	1	3	3	2		2		1	4	2		2	2	1	2	2	2	2	2	2	1	2	2	2	2	0	1	2	2									1	4	1	2	1	3	1	2	1	1	1	2	2		2		1671.98860259121
3073714	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	0	1	0	2		2									1	3	1	2	2		1	2	1	1	1	3	2		1	2	299.549728890856
3073727	235	1	4	6	3	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	1	1	4	3	3	3	0	2		2									1	3	1	4	1	3	2		1	2	2		1	3	2		3540.97790341955
3073743	235	1	8	6	4	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	3	2		1	1	2		2		2		3857.84049187102
3073743	235	1	7	6	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	3	1	3	2		1	1	2		2		2		3857.84049187102
3073743	235	1	11	6	4	2	1	2	2	2		2		2		2		2	2	2	2	2	2	2	2	2	1	3	1	0	1	0	2		2									1	3	1	3	1	4	2		1	1	2		2		2		3857.84049187102
3073749	235	1	3	6	4	1	1	3	2	1	2	2		2		1	4	2	2	2	1	1	2	1	1	1	1	4	8	8	8	0	2		2									1	4	1	1	1	3	1	3	1	1	2		1	3	1	3	2571.88628730738
3073752	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	1	1	2	2	1	1	1	2	1	0	1	0	2		2									1	3	1	2	1	2	1	1	1	1	1	2	2		1	2	3545.73513301942
3073753	235	1	4	6	4	1	1	3	0	1	4	2		1	4	2		2	2	2	2	1	2	2	1	1	1	2	7	2	5	2	2		2									1	2	1	2	2		2		1	1	2		2		1	3	3649.10355543912
3073754	235	1	3	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	1	2	1	0	1	0	2		2									1	2	2		1	4	1	3	1	1	2		2		2		4981.45486064006
3073756	235	1	3	6	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	1	1	1	1	0	1	0	2		2									2		2		1	2	1	3	1	1	2		2		2		3160.61981621111
3073772	235	1	2	6	3	1	1	3	4	1	3	2		2		2		2	2	2	2	1	2	2	1	1	1	2	1	1	1	0	2		2									1	3	1	2	1	4	1	1	1	1	1	1	2		2		3234.55909098929
3073779	235	1	3	6	3	1	1	4	0	2		1	3	1	3	1	4	2	2	2	1	1	1	1	2	2	1	2	5	5	5	0	2		2									1	1	1	2	1	2	1	2	1	1	1	2	2		1	2	1298.4805579755
3073780	235	1	5	6	3	1	1	3	5	1	3	2		2		2		2	2	2	2	2	2	2	2	2	1	3	4	0	4	0	2		2									1	3	1	2	1	4	1	2	1	1	1	3	2		2		3684.93725836867
3073786	235	1	4	6	3	1	1	3	5	1	3	1	3	1	3	1	3	2	2	2	2	1	2	2	2	1	1	2	5	0	5	0	1	2	2									1	3	1	2	2		1	1	1	1	2		1	2	1	2	3540.97790341955
3073795	235	1	4	6	4	1	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	2	1	2	2	2	2	1	1	2		2		1	4	1	1	2		2		1	2	1422.53809369193
3073796	235	1	4	6	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				2		2		1	1	2		2		2		1742.80802702868
3073796	235	1	5	6	4	1	1	3	4	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	2				2		2		1	1	2		2		2		1742.80802702868
3073796	235	1	6	6	4	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	1	2	2						2		2		1	2	2	2	2	2	2	1	1			2		2		1	1	2		2		1	2	1742.80802702868
3073796	235	1	7	6	4	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	1			2		2		1	1	2		2		2		1742.80802702868
3073802	235	1	4	6	4	1	1	3	2	2		2		2		2		2	2	1	2	2	2	2	2	2	1	2	2	2	2	0	1	3	2									2		1	2	2		1	2	1	1	2		2		2		1042.11453379915
3073806	235	1	4	6	4	1	1	4	1	2		2		2		2		2	2	2	2	2	2	2	1	2	2						2		1	2								1	3	1	3	2		1	2	1	1	2		2		2		1312.84732251964
3073808	235	1	4	6	4	1	1	3	4	1	2	2		2		2		2	2	1	2	2	2	2	2	2	1	2	2	2	2	0	1	2	1	2								1	4	1	2	2		1	2	1	1	2		2		2		1300.63285182905
3073810	235	1	3	6	3	1	2	3	1	2		2		2		2		2	2	1	2	2	2	2	2	2	2						2		2		2	2	1	2	2	2	2	2		2		1	4	1	2	1	1	2		1	2	1	2	1226.36262344152
3073818	235	1	4	6	3	1	1	4	1	2		2		2		1	5	2	1	2	2	1	2	2	1	1	1	2	3	3	3	0	2		2									2		2		2		1	2	1	2	1	2	2		1	2	2218.70764014049
3073829	235	1	6	6	3	1	1	3	2	2		2		2		2		2	1	2	1	1	2	2	2	1	1	1	7	0	7	0	2		1	4								1	3	1	1	1	3	1	2	1	1	2		2		2		1745.10437598054
3073833	235	1	4	6	3	1	1	3	5	2		2		1	5	2		2	2	2	2	1	2	2	2	1	1	2	5	0	5	0	2		2									2		1	3	1	3	1	1	1	1	1	1	2		1	2	2175.61629137522
3073835	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	2	1	3	1	0	1	0	2		2									2		1	4	1	3	1	3	1	1	1	4	2		2		2260.80795550742
3073838	235	1	4	6	3	2	1	2	3	2		2		2		2		2	2	2	1	1	2	2	2	2	1	2	2	2	2	0	2		2									1	3	2		1	5	2		1	1	1	3	2		2		2204.29348972627
3073838	235	1	3	6	3	2	1	3	1	2		2		2		2		2	2	2	1	1	2	2	2	2	1	2	2	2	2	0	2		2									1	3	1	1	1	5	1	3	1	1	1	3	2		2		2204.29348972627
3073839	235	1	5	6	3	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	1	1	3	1	0	1	0	2		2									2		1	3	2		1	2	1	1	1	3	2		2		1835.18949009414
3073840	235	1	3	6	3	1	1	4	1	2		2		2		2		2	2	2	2	1	2	2	2	1	1	2	5	5	5	0	2		2									1	3	2		2		1	3	1	1	1	3	2		1	3	2308.19785133992
3073848	235	1	5	5	4	1	1	3	3	2		2		2		2		2	2	2	1	2	2	2	1	1	1	6	4	4	4	0	2		2									1	1	1	3	2		1	1	1	1	1	2	2		2		501.133244850697
3073848	235	1	6	5	4	1	1	3	1	2		2		2		2		2	2	2	1	2	2	2	1	2	2						2		2		2	1	2	2	1	2	2	1	3	1	1	2		1	1	1	1	1	1	1	2	2		501.133244850697
3073855	235	1	5	6	4	1	1	3	5	1	3	1	2	2		2		2	2	1	2	2	2	2	1	1	2						2		2		1	2	2	2	2	2	2	2				1	3	1	3	1	1	2		2		1	2	2296.47031506502
3073856	235	1	5	6	4	2	1	2	3	2		2		2		2		2	2	1	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	1	3	1	2	1	5	1	2	1	1	2		2		1	2	1558.45638110891
3073857	235	1	2	6	3	1	1	3	2	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			2		2		1	1	2		2		2		1385.7294326344
3073867	235	1	3	6	4	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	2	2						2		2		2	2	2	2	1	2	2	2		2		2		1	3	1	1	2		2		2		1462.93865142642
3073867	235	1	4	6	4	2	1	3	1	2		2		2		2		2	2	1	2	2	2	2	1	2	2						2		2		2	1	2	2	2	2	2	1	3	2		2		2		1	1	2		2		1	2	1462.93865142642
3073875	235	1	2	6	3	1	1	3	5	1	4	2		2		2		2	2	1	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	4	1	2	1	1	2		2		1	2	1273.29483877957
3073875	235	1	3	6	3	1	1	3	3	1	5	2		2		2		2	2	1	2	2	2	2	2	2	2						2		2		1	2	2	2	2	2	2	1	3			1	3	1	2	1	1	2		2		1	2	1273.29483877957
3073878	235	1	3	6	3	1	1	3	3	2		2		2		2		2	2	1	2	2	2	2	2	2	1	3	3	3	3	0	1	4	1	2								1	1	1	3	2		1	1	1	2	2		2		1	2	974.027413986022
3073880	235	1	6	6	4	2	1	3	1	1	5	2		2		2		2	2	1	2	2	2	2	2	2	2						2		2		2	2	1	2	2	2	2	1	1	1	3	1	4	1	2	1	1	1	2	2		1	2	653.752591871329
3073881	235	1	5	6	3	1	1	3	4	1	4	2		2		2		2	2	1	2	2	2	2	2	2	1	3	1	1	1	0	2		2									2		1	2	2		1	2	1	1	2		2		1	2	1401.59515736775
3073892	235	1	6	6	3	1	1	3	4	2		2		2		2		2	2	1	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	2		1	3	1	4	1	2	1	1	2		2		2		2558.34794382898
3073902	235	1	3	6	3	1	1	3	2	2		2		2		2		2	2	2	2	1	2	2	2	2	2						1	3	1	3								1	3	1	2	2		1	2	1	1	1	2	1	2	1	2	2656.76207149423
3073903	235	1	3	6	3	2	1	2	3	2		2		2		2		2	2	2	2	2	2	2	2	2	2						2		2		2	1	2	2	2	2	2	1	3	1	2	2		2		1	2	2		1	2	2		2288.22418265089
3073904	235	1	3	6	3	1	1	3	4	2		2		2		2		2	2	2	2	1	2	2	1	1	1	3	2	2	2	0	2		1	2								1	3	1	3	1	3	1	1	1	1	1	1	2		1	1	1798.77454000659
3073916	235	1	4	6	3	1	1	3	5	2		2		2		2		1	2	2	2	1	2	1	2	1	1	3	2	0	2	0	1	3	1	3								2		2		1	4	1	1	1	1	1	1	1	1	1	1	2056.716273321
3073927	235	1	3	6	3	1	1	3	2	1	5	1	5	2		2		2	2	2	1	1	2	2	2	1	1	2	3	0	3	0	2		2									1	3	1	2	1	3	1	2	1	2	1	3	2		1	2	1925.29497665029
3073929	235	1	3	6	3	1	1	3	4	1	5	1	5	1	5	1	5	2	1	2	2	1	2	2	2	1	1	3	3	2	3	0	2		2									2		1	3	1	4	1	2	1	1	1	2	1	2	1	2	1952.88118523348
3073929	235	1	4	6	5	1	1	3	2	1	5	1	5	1	5	1	5	2	1	2	2	1	2	2	2	2	1	3	2	2	2	0	2		2									1	3	1	3	1	4	1	2	1	1	2		1	2	2		1952.88118523348
3073934	235	1	4	1	3	1	1	4	1	1	3	2		1	3	1	3	2	1	2	2	1	2	1	1	1	1	2	2	2	2	0	1	2	1	3								2		1	2	1	3	1	2	1	2	1	3	2		1	2	1915.99729448308
3073935	235	1	2	6	5	1	1	3	1	2		2		2		2		2	2	2	2	1	2	2	2	2	1	2	4	1	4	0	2		2									2		1	2	2		1	2	2		2		2		1	2	1857.943905876
3073935	235	1	3	6	5	2	1	2	3	2		2		2		2		2	2	2	1	1	2	2	2	2	1	2	4	0	4	0	2		2									1	4	1	2	2		1	2	1	1	1	2	2		2		1857.943905876
3073939	235	1	3	6	3	1	1	3	2	1	1	2		2		2		2	2	2	2	2	2	2	2	2	1	1	4	4	0	4	1	1	1	1								1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1877.90508081779
3073940	235	1	3	6	3	1	1	3	2	1	5	2		2		2		1	1	2	1	1	2	1	1	1	1	2	4	4	4	0	2		2									1	3	1	3	1	3	1	2	1	1	1	2	1	3	1	1	2397.14307460209
3073942	235	1	3	6	3	1	1	2	1	2		2		2		2		2	2	2	2	1	2	2	1	2	1	2	5	0	5	0	2		2									1	3	1	2	2		1	3	1	3	2		2		2		1925.29497665029
3073948	235	1	3	6	3	1	1	3	1	1	3	2		2		1	4	2	2	2	2	1	2	2	2	2	1	2	5	5	5	0	1	2	2									1	1	1	1	1	3	1	2	1	1	2		1	1	1	3	1844.48717226135
3073983	235	1	3	6	4	2	1	2	2	2		2		2		2		2	2	2	2	1	2	2	2	2	1	1	4	0	4	0	2		2									1	3	1	2	2		1	3	1	2	1	3	2		2		1798.77454000659
