Directorio	Nro_encuesta	Hogarnmero	Personanmero	P5485	P5485s1	P5486	P5486s1	P5487	P5487s1	P5488	P5488s1	P5489	P5489s1	P5490	P5490s1	P5491	P5492s1	P5492s2	P5492s3	P5492s4	P5492s5	P5492s6	P5492s7	P5492s8	P5492s9	P5493	P5494	P5495s1	P5495s2	P5495s3	P5495s4	P5495s5	P5495s6	P5495s7	P5495s8	P5495s9	P5496	P5497	P5497s1a1	P5497s1a2	P5497s1a3	P5497s1a4	P5497s1a5	P5497s1a6	P5497s1a7	P5498	P5498s1	P5499s1	P5499s2	P5499s3	P263	P264	P265	P267	P266	P255s1	P255s2	P255s3	P255s4	P255s5	P268	P256s1	P256s2	P256s3	P256s4	P256s5	P257s1	P257s2	P257s3	P257s4	P257s5	P257s6	Fex_c
304858400	209	1	6	2		2		2		2		2		2		2											2											1	1	1	2	2	2	2	2	1	2	1	1	1	2		1	2		1	1	2	2	2	2	1	1	1	2	2	1	2	1	2	1	1	1488.0128559251
304858500	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	2					1	3	1	1		1	1	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	825.43002089659
304858800	209	1	6	1	3	2		1	5	2		2		2		2											2											1	2	2	2	2	2	1	1	1	3	2	1	2	1	5	1	2		1	1	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1234.39668014581
304859300	209	1	4	1	3	2		2		2		2		1	5	2											2											1	1	2	2	2	2	1	2	1	1	2	1	2	1	3	99								2	2	1	2	2	2	1	2	1	2	2	1	1190.22794435883
304859500	209	1	3	1	1	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	1	2	1	2	1	1		1	2	2	2	2	3	2	2	2	1	2	1	1	2	2	2	2	533.6519006637
304859500	209	1	4	1	1	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2								1	2	2	2	1	1	1	1	3		1	2	2	2	2													533.6519006637
304859600	209	1	3	1	1	2		2		2		2		2		1	2	2	1	2	2	2	1	1	2	2	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	1	2	2	1	2	1	1	2	2		1	2		1	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	482.766701135908
304863100	209	1	3	1	2	1	1	2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								1	1	1	1	2	1	2	1	1		1	1	1	2	2													140.182668648082
304863300	209	1	3	1	3	2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								2					1	3	1	1		1	1	1	2	2													219.119981371595
304863800	209	1	2	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	2					2		1	1		2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	176.987044794505
304863800	209	1	4	1	4	2		2		2		2		2		2											2											2								1	3	1	1	2	1	3	2		1																		176.987044794505
304863900	209	1	2	2		2		2		2		2		2		2											2											2								1	4	2	1	2	1	2	1	1		1	2	2	2	2													202.650647240502
304864000	209	1	4	2		2		2		2		2		2		2											2											2								2					1	3	2		99																		218.631398132861
304864200	209	1	3	1	3	2		2		2		2		2		2											2											1	2	2	1	2	2	2	2	2					1	3	1	2		1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	203.139230479236
304864400	209	1	4	1	2	2		2		2		2		2		1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	3	2	1	2	1	1	1	2		1	2	2	2	2	3	2	2	2	1	2	2	2	1	2	2	2	187.276663897139
304864700	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	2		1	1		1	1	2	2	2													154.593336012788
304864800	209	1	3	2		2		2		2		2		2		2											2											2								1	1	2	1	2	2		2		1																		177.319316335439
304864900	209	1	3	2		2		2		2		2		2		2											2											2								1	1	2	1	2	2		1	1		1	1	2	2	2													177.746826669331
304865000	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	1	2		1	1		1	1	2	2	2													177.746826669331
304865100	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	1	2		2		1																		222.630053815129
304865100	209	1	5	2		2		2		2		2		2		2											2											2								2					2		1	1		1	2	2	2	2													222.630053815129
304865100	209	1	6	2		2		2		2		2		2		2											2											2								2					2		2		2																		222.630053815129
304865200	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	1	2		2		1																		145.327192804696
304865400	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	2	2		2		1																		177.319316335439
304865500	209	1	3	2		1	5	2		2		2		2		2											2											1	2	2	1	2	2	1	1	1	2	1	2	2	1	3	1	2		1	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	1	1050.91435723394
304867600	209	1	8	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	2		1																		787.902314527169
304867600	209	1	10	2		2		2		2		2		2		2											2											2								1	3	1	1	2	1	3	2		1																		787.902314527169
304867600	209	2	5	2		2		1	3	1	5	2		2		2											2											2								1	2	1	1	1	1	3	2		1																		787.902314527169
304867600	209	4	2	2		1	5	1	5	1	5	2		2		2											2											2								1	2	1	1	1	1	3	1	2		1	2	2	2	2													787.902314527169
304867600	209	4	3	2		2		1	5	1	5	2		2		2											2											2								1	2	1	1	1	1	3	2		1																		787.902314527169
304867600	209	5	4	2		1	5	1	4	1	5	2		2		2											2											2								1	2	1	1	1	1	5	2		1																		787.902314527169
304867600	209	6	7	2		1	5	1	5	1	5	2		2		2											2											2								2					1	5	2		1																		787.902314527169
304868400	209	1	4	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	2	2	1	2	1	3	1	3		1	1	2	2	2	3	1	2	2	2	2	1	2	2	2	1	1	4905.34283815675
304869400	209	1	4	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	2					1	3	1	3		1	2	2	2	2	3	1	1	2	2	2	2	2	2	1	1	1	2120.80274472463
304869500	209	1	5	1	5	1	1	2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2								2					1	5	2		2																		1218.50880174497
304870200	209	1	2	1	3	1	2	1	4	2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	1	2		1	3		1	1	1	2	2	4	1	1	2	2	2	1	2	2	2	2	1	1276.7258517924
304870300	209	1	2	1	2	1	1	1	2	2		2		2		1	2	2	1	1	2	2	1	1	2	2	2											1	2	2	2	2	2	1	2	1	3	1	1	1	1	3	2		2						4	2	1	2	2	2	2	2	2	2	2	1	1407.22323047655
304870300	209	1	3	1	4	1	1	1	2	2		2		2		1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	1	1	1	1	1	3	2		99						3	2	1	2	2	2	2	2	2	2	2	1	1407.22323047655
304870400	209	1	3	1	1	1	2	2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	1	1	3	1	4		2	1	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1716.29984283361
304870400	209	1	4	1	2	1	2	2		2		2		2		1	2	2	2	2	2	2	1	1	2	2	2											1	2	2	2	2	2	1	2	1	2	1	1	1	1	3	1	4		1	1	1	2	2	4	2	2	1	2	2	2	2	2	2	2	1	1716.29984283361
304870600	209	1	4	2		2		2		2		2		2		2											2											2								1	1	2	1	1	99		99																				780.658064360472
304870800	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	2	1	2	2		1	2		1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	937.668404319142
304870900	209	1	4	1	5	2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	1	3		1	1	2	2	2													1180.57636972023
304870900	209	1	5	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	4	1	1		2	1	2	2	2													1180.57636972023
304871100	209	1	5	1	1	2		2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	2											2								1	1	1	1	1	1	1	1	1		1	1	2	2	2													981.695108374683
304871100	209	1	6	1	5	2		2		2		2		2		2											2											2								1	1	1	2	2	1	1	1	1		1	1	2	2	2													981.695108374683
304871200	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	3	1	2	2	1	3	1	2		1	1	2	2	2	2	2	2	2	1	2	1	2	1	2	1	2	875.436148032337
304871200	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	1	2		2	1	2	2	2													875.436148032337
304871400	209	1	5	1	5	1	5	1	5	2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								2					1	2	1	2		1	1	2	2	2													1085.96101468895
304871600	209	1	4	2		2		2		2		2		2		2											1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	2	2					1	4	1	4		1	1	2	2	2	3	2	2	1	1	2	1	2	1	2	2	1	1016.03444614333
304871600	209	1	5	1	2	2		2		2		2		2		2											1	2	2	2	2	2	1	2	1	2	2	2								2					1	2	99																				1016.03444614333
304871700	209	2	3	2		2		2		2		2		2		2											2											2								2					1	3	1	3		1	2	2	2	2													1227.26010073171
304871700	209	2	4	1	3	2		2		2		2		2		2											2											2								2					2		1	3		1	2	2	2	2													1227.26010073171
304871700	209	2	5	2		2		2		2		2		2		2											2											2								2					1	3	99																				1227.26010073171
304871900	209	1	4	2		2		2		2		2		2		2											2											2								2					1	3	1	3		1	2	2	2	2													1003.6900529005
304872100	209	1	4	2		2		2		2		2		2		2											2											2								2					1	4	99																				1090.61109567297
304872100	209	1	5	2		2		2		2		2		2		2											2											2								2					1	2	99																				1090.61109567297
304872400	209	1	5	1	2	2		2		2		2		2		2											2											1	1	1	2	2	2	2	2	1	2	2	1	2	1	3	1	3		1	2	2	2	2	2	2	2	2	1	2	1	2	2	1	1	1	1011.38436515931
304872500	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	2	1	2	1	2					1	5	2		1						3	1	2	2	2	2	2	2	2	2	2	1	1098.30540793178
304872500	209	1	6	2		2		2		2		2		2		2											2											2								2					1	5	1	3		1	1	2	2	2													1098.30540793178
304872700	209	1	3	2		2		2		2		2		2		2											2											2								2					2		2		1																		1038.02939066915
304872800	209	1	4	1	2	2		2		2		2		2		2											2											1	2	2	2	2	1	2	2	2					1	3	1	2		1	2	2	2	2	2	1	2	2	1	2	1	2	2	2	2	1	1058.0680961708
304872800	209	1	5	1	2	2		2		2		2		2		2											2											2								2					1	3	1	2		1	2	2	2	2													1058.0680961708
304873100	209	1	4	2		2		2		2		2		2		2											2											2								2					1	4	2		1																		1003.6900529005
304873200	209	1	3	2		2		2		2		2		2		2											2											2								2					1	1	1	2		1	1	2	2	2													963.452741139517
304873800	209	1	3	2		2		2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	2											1	2	2	2	2	1	2	2	2					1	3	1	2		1	1	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	1124.95043344162
304873800	209	1	4	2		2		2		2		2		2		2											2											2								1	3	2	1	2	1	2	99																				1124.95043344162
304877200	209	1	3	1	4	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2								1	2	1	2	2	1	4	1	1		1	2	2	2	2													800.96884842539
304877600	209	1	4	2		2		2		2		2		2		2											2											2								2					99		2		1																		1116.41795740982
304878000	209	1	4	2		2		2		2		2		1	5	1	2	1	2	2	2	2	2	1	2	2	1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	1	1	3	1	3		1	1	2	2	2	1	1	1	2	2	2	1	2	2	1	1	1	855.337729568279
304880600	209	1	4	1	5	2		2		1	5	2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	2	1	3	2		1						5	2	2	2	1	2	2	2	2	2	2	1	1863.51265108906
304880700	209	3	5	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	2	1	3	2		99						3	2	1	2	2	2	2	2	2	2	2	1	1586.02701540272
304883000	209	1	2	1	3	2		2		1	4	2		1	5	2											1	2	2	2	2	2	2	2	1	2	2	2								1	2	1	1	1	1	3	1	2		1	1	2	2	2													1667.19281191368
304883500	209	1	4	1	3	2		2		2		2		2		2											2											2								2					1	3	1	1		1	1	2	2	2													4032.90955354651
304883700	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	1	1		1	2	2	2	2													4310.13999805372
304884900	209	1	3	1	2	2		2		2		2		2		2											2											1	1	2	2	2	2	1	1	2					2		1	4		1	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	4188.83415508198
304885700	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	2	2		2		3						3	1	2	2	2	2	1	2	2	2	2	1	4392.66270826327
304885900	209	1	3	1	3	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	2											1	2	2	2	2	2	2	2	1	2	2	1	2	2		2		2						3	1	2	1	1	2	1	2	1	1	1	1	5528.96432086537
304888300	209	1	5	1	2	2		2		2		2		2		2											2											1	1	2	2	1	2	1	1	1	1	1	1	1	2		2		2						2	2	1	2	2	2	1	2	1	1	1	1	701.630932284366
304888900	209	1	6	1	3	2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	4	2	1	2	1	1	1	4		1	1	2	1	1	2	2	2	2	1	2	1	2	2	1	1	1	768.40038338573
304889100	209	1	3	1	2	1	1	2		2		2		2		2											2											2								1	1	2	1	2	1	5	1	1		1	1	2	2	2													578.496447638402
304889300	209	1	5	2		2		1	4	2		2		2		2											2											2								1	2	2	1	1	1	5	1	2		1	1	2	2	2													692.105638874326
304889500	209	1	3	1	2	1	2	2		2		2		2		2											1	2	2	2	2	1	2	2	2	2	2	2								1	3	2	1	2	1	3	1	2		1	1	2	2	2													854.48659668149
304889600	209	1	3	1	1	2		2		2		2		2		2											2											2								2					2		1	2		1	1	1	2	2													1066.12866384354
304889600	209	1	4	1	1	2		2		2		2		2		2											2											2								2					2		1	2		1	1	1	2	2													1066.12866384354
304889600	209	1	5	1	2	2		2		2		2		2		2											2											2								2					2		2		2																		1066.12866384354
304889600	209	1	6	1	2	2		2		2		2		2		2											2											2								2					2		2		2																		1066.12866384354
304889800	209	1	2	2		2		2		2		2		2		2											2											2								1	2	1	2	2	1	3	1	2		1	1	2	2	2													2318.57084987937
304890500	209	1	4	2		1	4	2		1	5	2		2		1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	1	1	2	1	1	2	1	3	2		2						3	2	1	2	2	2	2	2	1	1	1	1	2694.08417983192
304891500	209	1	4	2		2		2		2		2		2		1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2								1	1	1	2	2	2		1	3		1	1	2	2	2													2467.78362775797
304892000	209	1	3	2		2		1	3	2		1	4	2		1	2	2	2	2	2	2	2	2	1	2	2											1	1	2	2	2	2	1	2	1	3	1	1	2	1	1	2		2						1	2	1	2	2	2	1	2	1	1	1	1	2324.19302767928
304892200	209	1	5	2		2		2		2		2		1	5	2											2											1	1	2	2	2	2	1	2	1	1	1	1	2	1	3	1	4		2	1	2	2	2	2	1	1	2	2	2	1	2	1	2	2	1	3232.08179915277
304894000	209	1	4	1	5	2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	4	2	1	2	2		2		2						4	2	2	2	1	2	2	2	2	2	2	1	1329.17047997438
304894000	209	1	5	1	5	2		2		2		2		2		2											2											2								1	2	2	1	2	2		1	2		1	1	2	2	2													1329.17047997438
304894400	209	1	3	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	1	2	2	1	1	2	2	2	2	1	1	1	2	1	1	2	1	3	99								2	2	2	2	2	1	2	2	1	2	2	1	1334.33040752155
304894800	209	1	4	1	1	2		2		2		2		2		2											1	2	1	1	2	2	2	2	1	2	2	2								1	1	1	1	1	1	2	1	2		1	1	2	2	2													1263.49860508932
304894900	209	1	3	1	5	2		2		2		2		2		2											2											2								1	2	1	1	2	1	2	1	2		1	2	2	2	2													1313.27310468875
304895400	209	1	3	1	2	2		2		2		1	5	2		1	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2								1	3	1	1	2	1	3	1	1		1	1	2	2	2													1324.52439654962
304895600	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	1	3		1	2	2	2	2													1248.68311499842
304895600	209	1	4	2		2		2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1	1	2	1	3	1	2		1	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	1	1248.68311499842
304895600	209	1	5	2		2		2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	1	1	2	1	2	1	3		1	2	2	2	2	2	2	2	2	1	2	1	2	1	2	2	1	1248.68311499842
304895800	209	1	3	1	3	1	5	1	5	1	5	1	5	1	5	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	3	1	1	2	1	3	1	2		1	1	2	2	2	3	1	1	2	2	2	1	1	1	1	1	1	1306.06532928967
304898200	209	1	3	1	2	1	3	2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	3	2	1	2	2		1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	2	2	2	2	1549.28871177712
304898200	209	1	4	2		2		2		2		2		2		2											2											2								2					1	4	2		5																		1549.28871177712
304898500	209	1	5	1	4	1	1	1	3	1	4	2		1	4	1	2	2	2	2	2	2	1	1	2	2	2											1	2	2	2	2	2	1	2	1	5	2	1	2	1	3	1	1		1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	2	1	1540.91216513207
304898800	209	1	3	1	2	2		2		2		2		2		2											2											2								1	2	1	1	2	1	2	1	3		1	1	2	2	2													1586.13692534004
304899000	209	1	4	2		2		2		1	5	2		2		2											2											2								2					1	3	2		99																		1689.76224478504
304899100	209	1	4	1	3	2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								1	4	2	1	2	1	3	1	4		1	2	2	2	2													1675.54534308666
304899100	209	1	5	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								1	2	1	1	2	1	3	99																				1675.54534308666
304899500	209	1	3	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	3		1	1	2	2	2													1586.13692534004
304901900	209	1	4	2		2		2		2		2		2		1	2	2	2	2	2	1	1	1	2	2	1	2	1	2	2	2	2	2	1	2	2	2								1	2	1	1	2	99		99																				1675.54534308666
304901900	209	1	5	2		2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								1	2	1	1	2	99		99																				1675.54534308666
304902100	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	1	3		1	2	2	2	2													1711.43834844553
304902100	209	1	4	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	99																				1711.43834844553
304907600	209	2	3	2		2		2		2		2		2		2											2											2								1	2	2	1	2	99		99																				1770.79411588662
304907800	209	1	4	2		2		2		2		2		2		2											2											2								1	1	2	1	2	99		2		99																		1482.44972690185
304908000	209	1	3	1	4	2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	4	1	1	2	2		1	3		1	1	1	2	2	2	1	2	2	1	2	2	2	1	2	2	2	1850.9566732494
304908000	209	1	4	2		2		2		2		2		2		2											2											2								1	3	1	1	2	2		2		2																		1850.9566732494
304908200	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	2	1	1	2	99		99								1	2	2	2	1	2	1	2	2	2	2	1	1784.11768837413
304909100	209	1	4	2		2		2		1	5	2		2		2											2											2								1	2	1	2	2	1	3	99																				1595.40680119594
304909400	209	1	4	1	4	2		2		1	3	2		2		2											2											1	2	2	2	2	2	1	2	1	3	1	1	2	1	5	2		4						4	2	2	2	1	2	1	2	1	2	2	2	1478.45790926342
304909900	209	1	4	1	1	1	4	1	4	1	2	1	5	1	3	1	2	1	1	2	2	2	2	1	2	2	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1		1	1	2	2	2	3	1	1	2	2	2	1	2	1	2	2	1	1675.54534308666
304909900	209	1	5	1	1	1	4	1	4	1	2	1	5	1	5	1	2	1	2	2	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	2		2						2	2	1	2	2	2	2	2	1	2	2	1	1675.54534308666
304910900	209	1	3	2		2		1	5	1	5	1	5	1	5	2											2											1	2	2	2	2	2	2	2	1	2	2	1	2	1	5	1	2		2	1	2	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1711.43834844553
304910900	209	1	4	1	3	2		2		1	5	2		2		2											2											1	2	2	2	2	2	1	1	1	1	1	1	2	1	2	1	3		1	1	1	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1711.43834844553
304911000	209	1	4	2		2		2		2		2		2		2											2											1	1	2	2	1	1	1	1	1	3	1	1	2	1	5	2		2						2	2	2	2	1	2	1	1	1	1	2	1	1878.47313196323
304911400	209	1	3	1	2	2		2		2		2		1	2	1	2	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	2	2	1	1	1	1	2	1	3	1	1		1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	2	1725.65525014391
304912600	209	1	5	1	5	1	3	2		1	5	2		2		2											2											1	1	2	2	1	2	1	2	2					2		1	1		1	1	2	2	2	2	2	1	2	2	2	1	2	2	1	1	2	1386.43335945404
304912800	209	1	2	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	2					2		1	3		1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1491.78148175094
304913100	209	1	3	1	1	2		2		1	5	2		2		2											2											2								2					2		1	1		1	2	2	2	2													1725.65525014391
304913200	209	1	4	1	5	1	5	2		1	5	2		1	5	2											1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	1	1	2					2		1	3		1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1455.88847639207
304913600	209	1	2	1	3	1	4	1	3	1	5	2		2		2											1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2					2		1	2		1	1	2	2	2	4	2	1	2	2	2	1	2	2	2	2	2	1409.77038697325
304913600	209	1	3	2		1	4	2		1	5	2		2		1	2	2	1	1	2	2	2	1	2	2	2											2								2					1	3	1	2		1	2	2	2	2													1409.77038697325
304914200	209	1	4	2		2		2		1	5	2		2		2											1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	1	2	1	2	2					1	3	1	3		1	2	2	2	2	4	2	1	2	2	2	1	2	2	2	2	1	1550.24391998117
304914800	209	1	4	1	2	1	3	2		1	4	2		1	5	2											1	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	4	2	1	2	1	5	1	1		1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1482.44972690185
304915600	209	1	3	1	2	2		2		1	3	2		1	3	1	2	2	2	2	2	2	2	1	2	1	2											1	2	2	2	2	2	1	2	1	4	1	1	2	1	2	1	2		1	1	1	2	2	2	1	1	1	2	2	1	2	1	2	2	1	1850.9566732494
304915600	209	1	4	1	2	2		2		1	5	2		1	5	2											2											1	2	2	2	2	2	1	2	1	2	1	1	2	1	2	99								2	1	1	1	2	2	1	2	2	2	2	1	1850.9566732494
304915900	209	1	4	1	3	1	4	1	3	1	2	2		1	3	1	2	2	2	2	1	2	1	2	2	1	1	2	2	1	2	2	1	1	2	2	1	1	1	1	2	2	2	1	2	1	4	1	1	2	1	5	1	3		1	1	2	2	2	2	1	1	2	2	2	1	1	1	2	2	1	1550.24391998117
304916400	209	1	3	1	1	2		1	2	1	4	2		1	3	1	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	1	4	1	1	2	1	5	2		3						2	1	1	1	2	2	1	2	1	2	2	1	1571.92002364166
304916400	209	1	4	1	1	1	2	1	2	1	2	1	3	1	4	2											1	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	1	1	3	1	1	2	1	2	1	2		1	1	1	2	2	2	1	1	1	2	2	1	1	2	2	2	1	1571.92002364166
304916600	209	1	5	1	3	1	4	1	4	1	4	2		1	4	1	2	2	2	2	1	2	2	1	2	1	1	2	2	1	2	2	2	2	1	2	1	1	2	2	2	2	2	1	1	1	4	1	1	2	1	5	1	2		1	1	1	2	2	2	1	1	1	2	2	1	2	1	2	2	2	1401.3938403282
304916900	209	1	3	1	2	1	4	1	4	2		2		2		2											2											2								2					1	3	1	3		1	1	2	1	2													1711.43834844553
304916900	209	1	4	2		2		2		2		2		2		2											2											2								1	2	1	1	1	1	3	2		1																		1711.43834844553
304918600	209	1	4	1	2	1	2	1	1	1	4	1	5	1	5	1	1	2	1	1	2	2	2	1	1	2	1	2	2	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2		1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1689.76224478504
304918700	209	1	3	1	2	2		2		1	5	2		2		2											2											1	2	2	2	2	2	2	2	1	1	1	1	2	1	3	1	3		1	2	2	2	2	3	1	2	2	1	2	1	2	2	2	2	1	1586.13692534004
304919600	209	1	3	2		2		2		1	4	2		1	4	2											2											1	1	2	2	2	2	1	1	1	2	1	1	2	1	2	2		3						1	2	1	2	2	2	1	2	1	2	2	1	1725.65525014391
304919700	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					99		99								5	2	2	2	1	2	1	2	2	2	2	1	1688.10132092632
304920000	209	1	5	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	1	1	3	1	1	2	2		1	5		1	2	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1748.22468301526
304920100	209	2	3	1	4	2		2		1	3	2		1	4	2											2											1	2	2	2	2	2	1	1	2					2		2		1						1	2	1	2	2	2	1	2	1	1	1	1	1480.78880304313
304920300	209	1	3	1	2	2		2		2		2		2		2											1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	1	1	1	1	2		2		2						2	1	1	1	2	2	1	2	2	2	2	2	1571.92002364166
304920300	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	1	2		99																				1571.92002364166
304920600	209	1	3	1	1	2		2		2		2		2		2											1	2	2	1	2	2	2	2	1	2	2	2								1	1	1	1	2	1	5	1	2		1	1	2	2	2													1586.13692534004
304923100	209	1	2	1	2	2		2		2		2		2		2											2											1	2	1	2	2	2	2	2	2					1	3	1	2		1	1	2	2	2	2	2	2	2	1	2	1	1	2	1	2	1	1652.97591021531
304923100	209	1	3	1	1	2		2		2		2		2		2											1	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2					1	3	2		1						2	2	2	2	1	2	1	1	2	2	2	2	1652.97591021531
304923300	209	1	4	1	1	2		2		2		2		2		2											2											1	2	2	2	2	1	2	2	2					2		1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	2	2	2	2	2083.16951778365
304923300	209	1	5	1	2	2		2		2		2		2		2											2											1	2	2	2	2	1	2	2	2					2		1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	2	2	2	2	2083.16951778365
